PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,Churn
-1.5671536895729608,-1.1691453287199747,-2.0653601696819175,0.17304535645386554,-2.211779814422689,-1.6361334011741089,-0.9850726758007455,0.7350937298001892,0.5854844239488978,0.18845884623218126,1.5338253276593463,1.5374612091776443,-0.257333512627917,0.39965276967644336,0.4790824040991245,0.7417744444279794,0.7069128483903596,0.7214246753186024,1.342651711848843,0
-1.2497501657679764,0.5565627517015661,-1.911470081320673,0.7588378179626709,2.1058716541739075,1.4624302964483062,1.0229068240593946,0.38521063768990677,0.41372127535890496,0.7195950260295166,-0.7887491164666947,-0.7186838281058318,-1.524395525028642,0.5778581589278864,-1.1649049885046157,-0.1971317551447066,-0.11396619664819815,0.0826565077025622,-0.5836290381080219,0
-1.3916466957943334,-0.6120022751287462,-1.6503330590296,-0.47156374320912087,0.6130574380725253,1.6316868272426983,0.6450694420739052,-0.9139277629505094,2.2690342792809894,-0.38736784689929005,0.8878495175410216,0.5555586508955647,-0.7575668345702276,-0.7213037746716104,-0.4651684536128325,-0.9768222431998708,0.4188701101603683,0.28593505241809075,0.3980291865905151,1
-0.3724589524715178,0.9220737184687199,-4.094489917313053,0.14732442147107197,0.8451410542439567,-0.57215624369398,1.1173172459959233,0.6904615330986225,-0.10431403512020555,1.4374762889323511,-0.3872178175072554,-1.089566919167973,-0.5670030574811654,1.1521272996843153,0.10954329965706969,1.1917047184391731,-0.648920033606978,-0.29314603794113653,-0.2883648563749143,0
-1.1412207320446364,-2.8977488816152364,0.10416047417058219,-0.2899521263399701,-0.4647844485381172,-0.10506812186719464,-1.1785336497450867,-0.9183588260818655,0.0008410165607192629,0.5057870195872277,0.39238827207198407,-0.08793255783159147,0.06772805468941134,-0.1353829061062875,-0.8322332006070194,0.7235116685966472,-0.2033142039952097,-0.1882158370545978,0.09908063785634043,1
2.041672359472504,-2.5554568744807256,0.5105096075432537,-0.18656883777597938,-0.2871055914950733,0.5457180832765925,-0.8759757952372385,-0.4031202165187622,-1.8784858301018739,-0.01785263579245162,-0.07831732161430831,-0.2981392142248224,-0.8958010564044923,0.9148011136409308,0.1446372975328354,-0.5386563921769854,-0.018463540617677104,0.0019957559864411645,-0.5247800536471349,1
0.7134368641620865,-0.3566081581256028,0.9830239544290976,-0.1399781581335656,0.7144804521278643,-1.2305409089865766,0.5854004518202841,-2.1952935233920647,0.7054285519995017,-0.9698942991443472,0.4498704454777268,1.6050235279283458,-0.030951132682531402,-0.03698066037179526,1.1512865219733,-0.8958380534892076,-1.7138207843786433,0.08804048897831429,-0.516430517758861,0
-2.559567145106063,0.5380253630153574,-2.9699672857165598,-0.9073082991504254,-0.41324304946124296,0.6497074440612675,-0.836539370010598,1.0133125850277327,0.6746138917557026,0.12620041138737764,-0.23228024603570857,-0.025250705624296654,-2.056702428280837,-0.4136640091631843,1.0307146950740471,1.2082691004856974,-0.46319144317838734,-0.1677986715470006,-0.01189949463216871,0
2.7173568020293093,-1.5937835835508214,0.27537540357924645,0.5048532121522553,-0.8722163815446526,0.5023411587840532,-0.9802391004986937,-0.47631492049735635,-1.4301718966034493,-0.18552031076659414,-0.28168946140493817,-1.134029591325826,0.787000125467755,1.2742229231390834,0.3730570175681572,0.2937349698122599,0.840446364312931,0.8731935155938882,-0.1141404013339341,1
-0.5228755145733758,1.4044519009321073,-1.1386853601211278,1.6065807791637128,1.2491565726218679,-0.362259499380791,0.7515299818478904,-0.08788830430573645,1.3728634490949772,1.8901813163296677,0.24573575802410985,0.831828009917222,-0.5198922877895972,-0.9853114340006439,-0.3126076530759598,-0.8045428084118985,-0.819867660946806,-0.9336845208786125,-1.7218287789561189,0
